Level|Name|School|Casting Time|Range|Area or Targets|Effect|Save or Attack|Duration|Conc|Ritual|Mats|Cost|Source|Page|Arcane Trickster|Bard|Cleric|Druid|Eldritch Knight|Paladin|Ranger|Sorcerer|Warlock|Wizard
2|Skywrite|Trans|Act|Sight||Create up to 10 cloud words in sky||≤1 Hr|YES|YES|VS||EE|22|FALSE|TRUE|FALSE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE
2|Snilloc’s Snowball Swarm|Evoc|Act|90'|5' rad sphere|Deals 3d6 in 5ft radius sphere.  DEX save for 1/2 damage.  Overpower: +1d6 dmg for each slot level above 2nd.|Dex|Instant|||VSM||EE|22|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE
2|Spider Climb|Trans|Act|Touch|1 willing creature|Climb speed equal to walking speed.  May move vertically and upside-down while hands are free.||≤1 Hr|YES||VSM||PHB|277|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE
2|Spike Growth|Trans|Act|150'|20' radius|Ground in area becomes difficult terrain. Creatures moving into/within area take 2d4 piercing damage per 5'.  Ground looks natural; Perception checks vs spell DC to detect|Special|≤10 Min|YES||VSM||PHB|277|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE
2|Spiritual Weapon|Evoc|Bonus|60'|1 floating weapon|Create a floating weapon.  Lasts duration; when cast, make melee spell attack vs creature w/in 5' of weapon.  On hit, target takes 1d8+spellcasting modifier force damage.  Bonus action: Move up to 20', make an attack. Overpower: +d8/2 lvl|Attack|1 Min|||VS||PHB|278|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE
2|Suggestion|Ench|Act|30'|1 creature|You suggest a non-harmful act.  On a failed save, target pursues the described act to the best of its ability for the duration.|Wis|≤8 Hrs|YES||VM||PHB|279|TRUE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE
2|Warding Bond|Abjur|Act|Touch|1 willing creature|While the target is w/in 60' of you it gains +1 AC and saves and resistance to all damage.  You take the same amount of damage it takes.||1 Hr|||VSF|50gp|PHB|287|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE
2|Warding Wind|Evoc|Act|Self|10' radius|Strong wind surrounds you.  Deafens you and others, extinguishes small fires, difficult terrain to others, ranged weapons have disadvantage, blocks/disperses vapor, gas, fog.||≤10 Min|YES||||EE|23|FALSE|TRUE|FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE
2|Web|Conj|Act|60'|20' cube|You create webs that become difficult terrain and lightly obscure the area.  Spell ends after 1 round if the webs aren't anchored to two solid masses.  Restrains creatures that enter or start the turn in the area if they fail the save.|Dex|≤1 Hr|YES||VSM||PHB|287|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|TRUE
2|Zone of Truth|Ench|Act|60'|15' rad|Create a zone.  Creatures entering or starting their turn in the zone must make a Cha save or be unable to speak a deliberate lie.  You know whether the creature succeeds or fails the save.  It does not compel them to speak.|Cha|10 min|||VS||PHB|289|FALSE|TRUE|TRUE|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE|FALSE
3|Animate Dead|Necro|1 min|10'|1 corpse|Create an undead servant (small or medium, skeleton or zombie). As a bonus action you may mentally command all creatures you made that are w/in 60' of you w/in 24 hours of creation.  You must recast the spell to retain control each day.  Reasserts control over ≤4 of your animated creatures. Overpower: +2 undead animated/reasserted / slot level.||Instant|||VSM||PHB|212|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE
3|Aura of Vitality|Evoc|Act|Self|30' rad|You can use a bonus action to cause one creature w/in aura to regain 2d6 HP.  Aura moves with you.||≤1 Min|YES||V||PHB|216|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE|FALSE
3|Beacon Of Hope|Abjur|Act|30'|targets in range|Targets have advantage on Wisdom & Death saves, receive maximum healing||≤1 Min|YES||VS||PHB|217|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE
3|Bestow Curse|Necro|Act|Touch|1 creature|Choose one:  -Target has disadvantage on ability checks and saves with one ability score; -Target has disadvantage on attacks vs you; -Target must make a Wis save at start of turn, if it fails it wastes its action doing nothing; -Your attacks/spells deal +d8 necrotic damage to target. Overpower: +Duration: 4th lvl - Conc, 10 min; 5th - 8hrs; 7th 24hrs, 9th until dispelled. 5th or higher, no concentration required. |Wis|≤1 Min|YES||VS||PHB|218|FALSE|TRUE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE
3|Blinding Smite|Evoc|Bonus|Self||On next melee hit, you deal an extra 3d8 radiant damage.  Target must succeed a Con save or be blinded until the spell ends.  Target makes another saving throw at the end of each of its turns to remove blindness.||≤1 Min|YES||V||PHB|219|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE|FALSE
3|Blink|Trans|Act|Self||At end of your turn, roll d20. On 11+ you become ethereal. At start of next turn, you return to empty space within 10ft of where you vanished. Can dismiss spell as Action.  While Etheral, you can see 60ft in shades of grey into prime material. Can ony affect/be affected by Ethereal creatures.||1 Min|||VS||PHB|219|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|TRUE
3|Call Lightning|Conj|Act|120'|60' radius|Storm cloud appears 100' above you. Fails if insufficient room. Point to spot within range. Creatures within 5' or point take 3d10 lightning damage (Save for 1/2). Use Action each turn to call lightning again.  In stormy weather, +1d10 damage.  Overpower:  +1d10 dmg/ slot lvl above 3rd|Dex|≤10 Min|YES||VS||PHB|220|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE
3|Catnap|Ench|Act|30'|≤3 willing creatures|Willing targets fall unconscious for duration. Ends early if target takes damage or is awakened (action).  If target sleeps full duration, gainst benefit of short rest. Can't benefit again until long rest.  Overpower: +1 target per spell slot above 3rd.||10 Min|||SM||XGTE|151|TRUE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|TRUE
3|Clairvoyance|Divin|10 min|1 mile|Self|You create an invisible sensor w/in range.  You hear or see at a location familiar to you at the sensor location.  As an action you can switch between hearing or seeing.||≤10 Min|YES||VSF|100gp|PHB|222|FALSE|TRUE|TRUE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|TRUE
3|Conjure Animals|Conj|Act|60'||Conjure fey beasts into empty spaces. 1 beasts of CR ≤2, 2 beasts of CR ≤1, 4 beasts of CR ≤1/2, or 8 beasts of CR ≤1/4. Beasts are friendly to you + allies, act on own group initiative, obey verbal commands, defend themselves.  Overpower:  x2 numbers with 5th lvl slot, x3 with 7th lvl slot, and x4 with 9th lvl slot. ||≤1 Hr|YES||VS||PHB|225|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE
3|Conjure Barrage|Conj|Act|60' Cone||Throw a non-magical weapon or ammunition, forms cone of indentical weapons. 3d8 damage, half on save. Same damage type as original weapon.|Dex|Instant|||VSM||PHB|225|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE
3|Counterspell|Abjur|React|60'|1 spell being cast|Counter spell of 3rd or lower.  4th or higher requires ability check (primary casting stat) DC 10+spell level. Overpower: raise level of counterspell||Instant|||S||PHB|228|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|TRUE|TRUE|TRUE
3|Create Food and Water|Conj|Act|30'||You create 45 lbs of food and 30 gallons of water on the ground or in containers w/in range.||Instant|||VS||PHB|229|FALSE|FALSE|TRUE|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE|FALSE
3|Crusader's Mantle|Evoc|Act|Self|30'|nonhostile creatures in aura deal an extra 1d4 radiant damage with weapon attacks.  Aura moves with you.||≤1 Min|YES||V||PHB|230|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE|FALSE
3|Daylight|Evoc|Act|60'|60'|You create a sphere of bright light.  Can be cast on an object.  Dispels the Darkness spell.||1 Hr|||VS||PHB|230|FALSE|FALSE|TRUE|TRUE|FALSE|TRUE|TRUE|TRUE|FALSE|FALSE
3|Dispel Magic|Abjur|Act|120'|1 target or magical effect|Auto ends spells of  level 1-3. Higher level spells (4+) require spellcasting ability check DC 10+spell lvl.  Overpower: raises spell level of Dispel||Instant|||VS||PHB|234|FALSE|TRUE|TRUE|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE|TRUE
3|Elemental Weapon|Trans|Act|Touch|1 nonmagical weapon|Weapon gains +1 bonus to attack and deals an extra 1d4 damage of a chosen elemental type (acid, cold, fire, lightning, or thunder). Overpower: If you use a 5th/6th level spell slot, +2 to attack, +2d4 elemental dmg||≤1 Hr|YES||VS||PHB|237|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE|FALSE
3|Enemies Abound|Ench|Act|120'|1 creature|Creature makes INT save; Immune to Fear = success.  On failed save, target sees all creatures as enemy. Each time takes damage, repeat save to end. Must choose enemy targets at random. Makes all Opportunity attacks available to it.|Int|≤1 Min|YES||VS||XGTE|155|TRUE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE
3|Erupting Earth|Trans|Act|120'|30' cube|Cube centered on point becomes difficult terrain. Each 5ft portion takes 1 minute to clear by hand.  Creatures in cube take 3d12 bludgeoning damage (DEX save for 1/2).  Overpower:  +1d12 dmge/lvl above 3rd|Dex|Instant|||VSM||EE|17|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|FALSE|TRUE
3|Fear|Illus|Act|Self|30' cone|Creatures becomes frightened and drop whatever it is holding.  They Dash away; if it ends its turn and you are not visible, they make a Wis save to end the effect.|Wis|≤1 Min|YES||VSM||PHB|239|TRUE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE
3|Feign Death|Necro|Act|Touch|1 willing creature|Target appears dead to all outward inspection and spells, and is blind and incapacitated, has resist to all but psychic dmg, and disease/poison are suppressed.  Dismiss via touch.||1 Hr||YES|VSM||PHB|240|FALSE|TRUE|TRUE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE
3|Fireball|Evoc|Act|150'|20' rad sphere|Creatures take 8d6 fire damage, save for 1/2. Ignites combustibles.  Overpower: +1d6 / lvl|Dex|Instant|||VSM||PHB|241|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE
3|Flame Arrows|Trans|Act|Touch|12 ammo|When target is hit with enchanted ammo, takes +1d6 fire damage.  Enchantment works for 1 use per ammo.  Overpower: +2 ammo/lvl above 3rd.||≤1 Hr|YES||||EE|18|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|TRUE|TRUE|FALSE|TRUE
3|Fly|Trans|Act|Touch|1 creature|Fly speed of 60'.  Overpower: +1 creature / lvl||≤10 Min|YES||VSM||PHB|243|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE
3|Gaseous Form|Trans|Act|Touch|1 creature|Willing creature gains fly:10', can occupy space of other creature. Resistance to nonmagical damage,|||YES||||PHB|244|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE
3|Glyph of Warding|Abjur|1 Hr|Touch|surface or object|You create a glyph and choose a triggering action.  Choose one: Explosive: 20' rad 5d8 elemental dmg of your choise; Spell: Store a prepared spell of 3rd or lower, it goes off when triggered. Overpower +1d8 dmg or +1 spell lvl||Until dispelled or triggered|||VSM*|200gp|PHB|245|FALSE|TRUE|TRUE|FALSE|TRUE|FALSE|FALSE|FALSE|FALSE|TRUE
3|Haste|Trans|Act|30'|1 creature|x2 Speed, +2 AC, advantage on Dex saves, +1 action per turn (Attack, Dash, Disengage, Hide, Use Object).  After duration, target can't move or take actions for 1 turn.||≤1 Min|YES||VSM||PHB|250|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|TRUE
3|Hunger of Hadar|Conj|Act|150'|20' rad sphere|A 20-foot-radius void appears. It's filled with whispers and slurping that can be heard up to 30 feet away. No light can illuminate the area, and creatures fully in it are blinded. The void's area is difficult terrain. Creature staring turn in zone take 2d6 cold damage. Ending turn takes 2d6 acid damage (DEX save negates).|Dex|≤1 Min|YES||VSM||PHB|251|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE
3|Hypnotic Pattern|Illus|Act|120'|30' cube|Each creature in area is charmed.  The spell ends if it takes any damage or if someone else uses an action to shake the creature out of its stupor|Wis|≤1 Min|YES||SM||PHB|252|TRUE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE
3|Leomund's Tiny Hut|Evoc|1 min|Self|10' rad hemisphere|9 creatures of medium size or smaller fit inside.  All other creatures and objects are barred from entering. Spells and magic effects are barred from passing through.  You control the interior lighting, and the dome is opaque from the outside, transparent from inside.||8 Hrs||YES|VSM||PHB|255|FALSE|TRUE|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE|FALSE|TRUE
3|Life Transference|Necro|Act|30'|You + creature|You take 4d8 necrotic damage and 1 creature you can see in range gains hp equal to damage you took x2.  Overpower:  +1d8 damage per slot level above 3rd.||Instant|||VS||XGTE|160|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE
3|Lightning Arrow|Trans|Bonus|Self||Next ranged weapon attack you make transforms projectile into lightning bolt (4d8 damage on hit, 1/2 on miss).  This replaces the normal attack.  Hit or miss, creatures within 10ft of target take 2d8 lightning damage (DEX save for 1/2).  The weapon or ammo returns to normal after.  Overpower: +1d8 damage to both effects for each slot level above 3rd.|Dex|≤1 Min|YES||VS||PHB|255|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE
3|Lightning Bolt|Evoc|Act|Self|100' line from you|Deals 8d6 lightning damage, save for 1/2.  Ignites combustibles.  Overpowered: +1d6 damage / lvl|Dex|Instant|||VSM||PHB|255|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE
3|Magic Circle|Abjur|1 min|10'|10' rad, 20' cylinder|Affects one or more of these types: celestials, elementals, fey, fiends, undead.  Hedges them out, creatures have disadvantage on attacks vs targets w'in cylinder, target w/in cylinder can't be charmed, frightened, or possessed.  When cast, you can choose to make it operate in reverse, trapping creature w/in it.  Overpower: +1 Hr duration|Cha|1 Hr|||VSM*|100gp|PHB|256|FALSE|FALSE|TRUE|FALSE|TRUE|TRUE|FALSE|FALSE|TRUE|TRUE
3|Major Image|Illus|Act|120'|≤20' cube|Image includes sounds, smells, temp.  Use Action to move image in range. Observers can spend Action to make Investigation check. Overpower: 6th+ no concentration required.||≤10 Min|YES||VSM||PHB|258|TRUE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE
3|Mass Healing Word|Evoc|Bonus|60'|≤6 living creatures|Creatures heal 1d4+ spellcasting ability modifier. Overpower: +1d4 healing / lvl||Instant|||V||PHB|258|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE
3|Meld into Stone|Trans|Act|Touch|stone surface large enough to contain you|You merge into the stone; you are unable to see outside, but may make Perception checks to hear.  The spell ends when you leave the stone.  Partial destruction of stone expels you and deals 6d6 bludgeoning, and you fall prone.||8 hours||YES|VS||PHB|259|FALSE|FALSE|TRUE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE
3|Melf’s Minute Meteors|Evoc|Act|Self|120'|Six tiny meteors orbit you. As bonus action on subsequent turns, you can hurl 1-2 meteors points in range. Explodes at point or if hits solid surface, dealing 2d6 fire damage in 5ft radius explosion (DEX save for 1/2).  Overpower: +2 meteors for each slot level above 3rd.|Dex|≤10 Min|YES||VSM||EE|20|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE
3|Nondetection|Abjur|Act|Touch|target touched|Hide willing target/object (10' cube) from divination magic or magical scrying sensors.||8 Hrs|||VSM*|25gp|PHB|263|FALSE|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|FALSE|FALSE|TRUE
3|Phantom Steed|Illus|1 Min|30'|Phantom Steed|Steed of your appearance appears (with saddle, etc). Creature you choose can ride.  Riding horse stats except speed of 100',  10 mph. When spell ends, steed gradually fades (1min). Spell ends when dismissed or steed takes damage.||1 Hr||YES|VS||PHB|265|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE
3|Plant Growth|Trans|Act or 8 Hrs|150'|100' rad or 1/2 mile|2 versions:  1 Action - 100' radius - with exclusion areas you secify, plants grow thick (1/4 movement). 8 Hours - plants in 1/2 mile rad yield x2 harvest for 1 year.||Instant|||VS||PHB|266|FALSE|TRUE|FALSE|TRUE|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE
3|Protection From Energy|Abjur|Act|Touch|1 creature|Creature gains resistance to acid, cold, fire, lightning, or thunder.||≤1 Hr|YES||VS||PHB|270|FALSE|FALSE|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE|FALSE|TRUE
3|Remove Curse|Abjur|Act|Touch|1 creature or object|All curses are removed. Breaks attunement to cursed items.||Instant|||VS||PHB|271|FALSE|FALSE|TRUE|FALSE|TRUE|TRUE|FALSE|FALSE|TRUE|TRUE
3|Revivify|Conj|Act|Touch|1 dead creature|Return creature to life with 1 hp that died within last minute.||Instant|||VSM*|300gp|PHB|272|FALSE|FALSE|TRUE|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE|FALSE
3|Sending|Evoc|Act|Unlimited|1 creature|You send a short ≤25 word message to a familiar creature.  Target can make equaly short reply.||1 rnd|||VSM||PHB|274|FALSE|TRUE|TRUE|FALSE|TRUE|FALSE|FALSE|FALSE|FALSE|TRUE
3|Sleet Storm|Conj|Act|150'|20x40' cylinder|Freezing rain/sleet falls in 20' tall, 40' radius cylinder n range.  Heavily obscured, extinguishes flames, covers ground in slick ice (difficult terrain).  When creature enters for first time on turn or starts turn there, save or fall prone.  Concentration vs spell DC required to maintain spells in area.|Dex|≤1 Min|YES||VSM||PHB|276|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|FALSE|TRUE
3|Slow|Trans|Act|120'|≤6 creatures|Targets in 40ft cube are slowed (WIS save negates).  Slow = 1/2 speed, -2 AC and DEX saves, cannot use reactions, can only take bonus or Action (not both), and cannot make >1 attack in a turn.  If casting spell with time of 1 Action, 50% chance the spell takes effect on creatures next turn and it must spend Action again, or spell is wasted.  Slowed creatures can make WIS save and end of turn to end effect.|Wis|≤1 Min|YES||VSM||PHB|277|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|TRUE
3|Speak With Dead|Necro|Act|10'|1 corpse|Ask a corpse 5 questions, it only knows what it knew in life; it does not have to tell the truth.||10 Min|||VSM||PHB|277|FALSE|TRUE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE
3|Speak with Plants|Trans|Act|Self (30' rad)|Self|You can question plants in area of effect about events in AoE within past day. Can also turn difficult terrain into regular and vice versa for duration.  Plants might perform other tasks (DM).  If plant creature in area, can talk to it (only).  Can cause Entangle to release specific creatures.||10 Min|||VSM||PHB|277|FALSE|TRUE|FALSE|TRUE|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE
3|Spirit Guardians|Conj|Act|Self (15' radius)|Area|Designate unaffected targets.  Affected creatures' speed halved in area, must make save or take 3d8 radiant if entering or starting its turn in area.|Wis|≤10 Min|YES||VSM||PHB|278|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE
3|Stinking Cloud|Conj|Act|90'|20' rad sphere|Cloud is heavily obscured, flows around corners.  Creatures in cloud at start of turn must save against poison.  On fail, spends action retching.  non-breathing creatures are immune.|Con|≤1 Min|YES||VSM||PHB|278|FALSE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|TRUE
3|Summon Lesser Demons|Conj|Act|60'||Summon Random Demons (1d8):  1-2 = two demons CR ≤1; 3-4 = Four demons CR ≤1/2; 5-6 = Eight demons CR ≤1/4.  Demon chooses demons, hostile to all creatures, own initiative, attack nearest non-demon. Can form circle with blood as part of casting, which demons cannot enter or target within.  Overpower: 6-7th slot, x2 demons.  8-9th slot, x3 demons. ||≤1 Hr|YES||VSM*|vial of fresh blood|XGTE|167|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|TRUE
3|Thunderstep|Conj|Act|90'|Self, 10ft  rad|Teleport yourself, each creature within 10ft of space you left takes 3d10 thunder dmg (CON save 1/2). Heard 300ft away. Can bring objects (limited by carry weight) or creature your size or smaller (adjacent).  Overpower: +1d10 dmg per slot level above 3rd.|Con|Instant|||V||XGTE|168|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE
3|Tidal Wave|Conj|Act|120'|Large wave|Wave up to 30'x10' x 10' high crashes down on an area.  Creatures take 4d8 bludgeoning and are knocked prone (Dex save 1/2 dmg and no prone).  Water spreads an extra 30ft in all directions, extinguishing unprotected flames, then vanishes.|Dex|Instant|||VSM||EE|22|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE
3|Tiny Servant|Trans|1 Min|Touch|1 tiny nonmagical object|Object animates under your control. Bonus action: mentally command creature within 120ft. You decide what action/move creature takes on its next turn. If no command, it defends itself. Follows order until complete. Overpower: +2 objects per slot above 3rd.||8 Hr|||VS||XGTE|168|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE
3|Tongues|Divin|Act|Touch|1 creature|Grants the target the ability to understand any spoken language, and the target is understood by any creature that knows at least one language.||1 Hr|||VM||PHB|283|FALSE|TRUE|TRUE|FALSE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE
3|Vampiric Touch|Necro|Act|Self|1 creature|For duration, make melee spell attack; hit deals 3d6 necrotic damage and heals you for 1/2 necrotic dealt.  Overpower:  +1d6 damage per level|Attack|≤1 Min|YES||VS||PHB|285|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|TRUE
3|Wall of Sand|Evoc|Act|90'||Create wall of sand on ground at point you can see.  Up to 30ft long, 10ft high, 10ft thick. Vanishes when spell ends. Blocks line of sight. Movement through it costs 3ft per foot moved.  Creatures blinded while within wall.||≤10 Min|YES||VSM||EE|23|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE|FALSE|TRUE
3|Wall of Water|Evoc|Act|60'|Large wall|Wall up to 30' long, 10' high, 1' thick on ground in range.  Wall vanishes when spell ends.  Wall's space is difficult terrain.  Ranged attacks passing through space have disadvantage; fire dmg halved.  Cold dmg causes area it passes through to freeze.  Each 5'x5' section has AC 5 and 15 hp. Destroyed sections aren't replaced.||≤10 Min|YES||VSM||EE|23|FALSE|FALSE|FALSE|TRUE|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE
3|Water Breathing|Trans|Act|30'|≤10 willing creatures|Targets can breathe underwater in addition to normal breathing methods.||24 Hrs||YES|VSM||PHB|287|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|TRUE|TRUE|FALSE|TRUE
3|Water Walk|Trans|Act|30'|≤10 willing creatures|Targets can move across any liquid surface.  Submerged targets are brought to the surface at a rate of 60'/rnd||1 Hr||YES|VSM||PHB|287|FALSE|FALSE|TRUE|TRUE|FALSE|FALSE|TRUE|TRUE|FALSE|FALSE
3|Wind Wall|Evoc|Act|120'|Large wall|Wall of wind up to 50' long, 15' high, 1' thick, shaped any way you choose in continuous path along ground.  Creatures in area take 3d8 bludgeoning dmg (STR save for 1/2).  Wind keeps gasses at bay. Small flyers or gaseous can't pass through wall.  Projectiles passing through wall automatically miss.|Str|≤1 Min|YES||||PHB|288|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE
4|Arcane Eye|Divin|Act|30'|1 magical sensor|Create invisible eye that sees in all directions (normal and 30' darkvision).||≤1 Hr|YES||VSM||PHB|214|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE
4|Aura of Life|Abjur|Act|Self|30' rad|Nonhostile creatures in aura have necrotic resistance; hit points maximums can't be reduced; regains 1 hit point if at 0 hp when turn starts in the aura.||≤10 Min|YES||V||PHB|216|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE|FALSE
4|Aura of Purity|Abjur|Act|Self|30' rad|Nonhostile creatures in aura can't become diseased, resist poison, and advantage vs saves that cause blind, charm, deaf, fright, paralysis, poison, or stun.||≤10 Min|YES||V||PHB|216|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE|FALSE
4|Banishment|Abjur|Act|60'|1 creature|Banish the target; if target is native, banished until spell ends.  If target is not native and spell lasts a full minute, target does not return.  Overpower: +1 target / slot level|Cha|≤1 Min|YES||VSM||PHB|217|FALSE|FALSE|TRUE|FALSE|TRUE|TRUE|FALSE|TRUE|TRUE|TRUE
4|Blight|Necro|Act|30'|1 creature|8d8 Necrotic damage (save for 1/2).  no effect on undead/constructs.  Plant creature or magical plant save with disadvantage and take max damage. Normal plants die. Overpower: extra d8 / slot level >4th.|Con|Instant|||VS||PHB|219|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE
4|Charm Monster|Ench|Act|30'|1 creature|Target must make WIS save (advantage if fighting you).  If it fails, it's charmed by you until spell ends or its harmed by you or your allies.  Charmed creature is friendly to you and knows it was charmed after.  Overpower:  +1 creature per slot above 4th level (30ft of each other). |Wis|1 Hr|||VS||XGTE|151|TRUE|TRUE|FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE
4|Compulsion|Ench|Act|30'|Creatures of your choice|Targets that you can see within range and that can hear you that fail the save are compelled to move it's max movement. Charm immunity = save success. Use a bonus action on each of your turns to designate a direction horizontal to you.  They may use their action before or after this movement.  After moving, it can make another Wis save to try to end the effect.  They are not compelled to move into hazards, but will provoke opportunity attacks to move.|Wis|≤1 Min|YES||VS||PHB|224|FALSE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE
4|Confusion|Ench|Act|90'|10' rad|Affected target can't take reactions and must roll a d10 at the start of each of its turns:  1: Uses all its movement in a random direction determined by a d8. 2-6: Does nothing. 7-8: Random melee attack vs creature in reach or does nothing. 9-10: Acts normally.  It makes a new save to end the affect at the end of turn. Overpower: +5' radius / slot lvl > 4th|Wis|≤1 Min|YES||VSM||PHB|224|TRUE|TRUE|FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|FALSE|TRUE
4|Conjure Minor Elementals|Conj|1 Min|90'|Summoned|Choose: One CR2, Two CR 1, Four CR 1/2, or Eight CR 1/4 Elementals.  Summons are friendly to you and allies.  Roll Init for group. Obey verbal commands you issue.||≤1 Hr|YES||VS||PHB|226|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE
